CustomerID,Recency,Frequency,Monetary,Cluster,Segment,CLV
12873.0,282,1,374.0,2,Potential Loyalists,374.0
12875.0,143,2,343.23,2,Potential Loyalists,686.46
12876.0,58,2,2218.02,3,New Customers,4436.04
12878.0,236,2,854.99,2,Potential Loyalists,1709.98
12879.0,45,3,573.22,1,Loyal Customers,1719.66
12881.0,276,1,298.0,2,Potential Loyalists,298.0
12882.0,9,2,1463.04,1,Loyal Customers,2926.08
12883.0,25,4,703.47,3,New Customers,2813.88
12884.0,88,1,309.05,1,Loyal Customers,309.05
12885.0,63,3,1175.22,3,New Customers,3525.66
12886.0,68,2,1378.4,1,Loyal Customers,2756.8
12888.0,214,2,354.12,2,Potential Loyalists,708.24
12890.0,24,1,380.47,1,Loyal Customers,380.47
12891.0,186,3,331.0,2,Potential Loyalists,993.0
12893.0,31,1,188.14,1,Loyal Customers,188.14
12895.0,42,2,372.8,1,Loyal Customers,745.6
12897.0,205,2,216.5,2,Potential Loyalists,433.0
12902.0,265,1,138.68,2,Potential Loyalists,138.68
12904.0,18,2,509.58,1,Loyal Customers,1019.16
12906.0,12,5,2919.81,0,Churned Customers,14599.05
12908.0,176,2,750.0,2,Potential Loyalists,1500.0
12909.0,40,5,2178.67,3,New Customers,10893.35
12910.0,23,8,3075.04,0,Churned Customers,24600.32
12912.0,3,5,1662.3,3,New Customers,8311.5
12913.0,5,5,2483.63,0,Churned Customers,12418.150000000001
12915.0,149,2,363.65,2,Potential Loyalists,727.3
12916.0,139,4,3006.15,0,Churned Customers,12024.6
12917.0,128,1,594.0,1,Loyal Customers,594.0
12919.0,8,6,1335.19,3,New Customers,8011.14
12920.0,17,1,164.23,1,Loyal Customers,164.23
12922.0,161,1,405.38,2,Potential Loyalists,405.38
12923.0,64,1,176.97,1,Loyal Customers,176.97
12924.0,88,4,933.7,3,New Customers,3734.8
12925.0,5,2,694.05,1,Loyal Customers,1388.1
12928.0,35,5,2062.7,3,New Customers,10313.5
12930.0,78,2,415.8,1,Loyal Customers,831.6
12933.0,24,3,607.53,1,Loyal Customers,1822.59
12935.0,2,7,2160.7,0,Churned Customers,15124.899999999998
12936.0,17,4,1063.9,3,New Customers,4255.6
12937.0,15,4,1504.27,3,New Customers,6017.08
12938.0,26,1,114.14,1,Loyal Customers,114.14
12940.0,55,2,913.54,1,Loyal Customers,1827.08
12942.0,131,3,683.9,1,Loyal Customers,2051.7
12944.0,36,2,604.51,1,Loyal Customers,1209.02
12945.0,288,1,462.95,2,Potential Loyalists,462.95
12947.0,144,6,1603.99,3,New Customers,9623.94
12948.0,16,7,2064.95,0,Churned Customers,14454.649999999998
12949.0,31,8,4167.22,0,Churned Customers,33337.76
12950.0,2,3,1843.0,3,New Customers,5529.0
12951.0,9,6,1064.07,3,New Customers,6384.42
12952.0,6,4,1387.79,3,New Customers,5551.16
12953.0,10,1,329.85,1,Loyal Customers,329.85
12956.0,306,1,108.07,2,Potential Loyalists,108.07
12957.0,10,8,4017.54,0,Churned Customers,32140.32
12962.0,7,2,266.39,1,Loyal Customers,532.78
12963.0,8,8,1856.63,0,Churned Customers,14853.04
12965.0,89,1,771.91,1,Loyal Customers,771.91
12966.0,10,1,160.18,1,Loyal Customers,160.18
12968.0,112,1,135.95,1,Loyal Customers,135.95
12970.0,7,4,452.24,3,New Customers,1808.96
12974.0,198,1,144.8,2,Potential Loyalists,144.8
12976.0,212,1,738.6,2,Potential Loyalists,738.6
12977.0,156,1,39.24,2,Potential Loyalists,39.24
12981.0,30,2,372.22,1,Loyal Customers,744.44
12982.0,243,1,390.54,2,Potential Loyalists,390.54
12984.0,19,1,97.5,1,Loyal Customers,97.5
12985.0,1,2,1239.38,1,Loyal Customers,2478.76
12987.0,74,2,558.7,1,Loyal Customers,1117.4
12988.0,292,1,535.32,2,Potential Loyalists,535.32
12990.0,31,3,409.5,1,Loyal Customers,1228.5
12991.0,23,2,503.76,1,Loyal Customers,1007.52
12993.0,23,4,414.76,3,New Customers,1659.04
12994.0,4,3,974.42,3,New Customers,2923.2599999999998
12995.0,85,1,211.32,1,Loyal Customers,211.32
12997.0,22,4,1226.89,3,New Customers,4907.56
12999.0,196,3,455.88,2,Potential Loyalists,1367.6399999999999
13000.0,107,3,534.85,1,Loyal Customers,1604.5500000000002
13003.0,106,3,149.05,1,Loyal Customers,447.15000000000003
13005.0,174,2,513.7,2,Potential Loyalists,1027.4
13006.0,56,1,81.57,1,Loyal Customers,81.57
13012.0,9,8,1661.84,0,Churned Customers,13294.72
13015.0,53,5,3346.28,0,Churned Customers,16731.4
13016.0,73,3,789.89,1,Loyal Customers,2369.67
13017.0,7,1,204.0,1,Loyal Customers,204.0
13021.0,4,9,2616.38,0,Churned Customers,23547.420000000002
13023.0,64,2,689.9,1,Loyal Customers,1379.8
13026.0,1,5,975.36,3,New Customers,4876.8
13028.0,23,2,661.32,1,Loyal Customers,1322.64
13029.0,31,3,1247.5,3,New Customers,3742.5
13030.0,11,2,799.48,1,Loyal Customers,1598.96
13032.0,52,2,1010.18,1,Loyal Customers,2020.36
13034.0,55,2,642.77,1,Loyal Customers,1285.54
13035.0,74,2,921.88,1,Loyal Customers,1843.76
13037.0,138,3,881.07,1,Loyal Customers,2643.21
13038.0,80,3,908.46,1,Loyal Customers,2725.38
13040.0,9,2,676.99,1,Loyal Customers,1353.98
13043.0,273,1,516.42,2,Potential Loyalists,516.42
13044.0,291,1,560.47,2,Potential Loyalists,560.47
13045.0,99,1,305.28,1,Loyal Customers,305.28
13046.0,31,2,629.31,1,Loyal Customers,1258.62
13048.0,14,4,1835.91,3,New Customers,7343.64
13049.0,64,2,656.68,1,Loyal Customers,1313.36
13052.0,212,1,348.15,2,Potential Loyalists,348.15
13055.0,78,3,1214.41,3,New Customers,3643.2300000000005
13058.0,25,3,271.4,1,Loyal Customers,814.1999999999999
13059.0,250,1,183.4,2,Potential Loyalists,183.4
13060.0,254,1,307.53,2,Potential Loyalists,307.53
13061.0,72,1,248.61,1,Loyal Customers,248.61
13062.0,191,1,346.98,2,Potential Loyalists,346.98
13064.0,13,4,1119.49,3,New Customers,4477.96
13066.0,24,2,470.8,1,Loyal Customers,941.6
13067.0,82,1,115.46,1,Loyal Customers,115.46
13068.0,10,2,344.0,1,Loyal Customers,688.0
13070.0,192,1,228.8,2,Potential Loyalists,228.8
13072.0,267,1,177.15,2,Potential Loyalists,177.15
13075.0,130,1,919.61,1,Loyal Customers,919.61
13077.0,1,4,729.27,3,New Customers,2917.08
13079.0,4,5,220.1,3,New Customers,1100.5
13080.0,179,1,58.08,2,Potential Loyalists,58.08
13082.0,126,9,3613.63,0,Churned Customers,32522.670000000002
13083.0,4,2,303.75,1,Loyal Customers,607.5
13085.0,158,2,416.08,2,Potential Loyalists,832.16
13091.0,28,1,345.82,1,Loyal Customers,345.82
13092.0,71,5,477.83,3,New Customers,2389.15
13095.0,71,1,74.4,1,Loyal Customers,74.4
13099.0,99,1,207.36,1,Loyal Customers,207.36
13101.0,234,1,101.19,2,Potential Loyalists,101.19
13103.0,40,1,243.94,1,Loyal Customers,243.94
13104.0,3,6,1098.48,3,New Customers,6590.88
13106.0,133,1,76.5,1,Loyal Customers,76.5
13107.0,44,4,1531.62,3,New Customers,6126.48
13109.0,60,2,786.54,1,Loyal Customers,1573.08
13110.0,31,7,1488.67,3,New Customers,10420.69
13115.0,12,4,2294.78,3,New Customers,9179.12
13116.0,138,1,501.14,2,Potential Loyalists,501.14
13117.0,22,8,984.91,3,New Customers,7879.28
13118.0,20,5,1197.81,3,New Customers,5989.049999999999
13120.0,239,1,30.6,2,Potential Loyalists,30.6
13121.0,269,1,283.73,2,Potential Loyalists,283.73
13122.0,94,2,922.39,1,Loyal Customers,1844.78
13124.0,90,3,3866.33,0,Churned Customers,11598.99
13126.0,5,8,2099.64,0,Churned Customers,16797.12
13127.0,78,1,259.17,1,Loyal Customers,259.17
13130.0,94,1,64.0,1,Loyal Customers,64.0
13131.0,23,3,1073.3,3,New Customers,3219.8999999999996
13132.0,262,1,77.3,2,Potential Loyalists,77.3
13133.0,274,2,109.8,2,Potential Loyalists,219.6
13134.0,86,4,1793.58,3,New Customers,7174.32
13135.0,197,1,3096.0,2,Potential Loyalists,3096.0
13136.0,56,5,2607.61,0,Churned Customers,13038.050000000001
13137.0,11,8,3650.41,0,Churned Customers,29203.28
13138.0,22,6,962.39,3,New Customers,5774.34
13139.0,16,7,5064.94,0,Churned Customers,35454.579999999994
13140.0,108,3,423.72,1,Loyal Customers,1271.16
13141.0,85,5,2388.75,0,Churned Customers,11943.75
13142.0,19,1,307.09,1,Loyal Customers,307.09
13145.0,40,4,618.52,3,New Customers,2474.08
13146.0,26,1,228.91,1,Loyal Customers,228.91
13147.0,10,4,712.8,3,New Customers,2851.2
13149.0,14,4,1676.06,3,New Customers,6704.24
13151.0,296,1,1257.87,2,Potential Loyalists,1257.87
13153.0,6,1,486.22,1,Loyal Customers,486.22
13155.0,33,4,971.76,3,New Customers,3887.04
13157.0,49,4,1741.22,3,New Customers,6964.88
13158.0,95,4,1201.06,3,New Customers,4804.24
13159.0,9,4,1437.85,3,New Customers,5751.4
13160.0,22,1,91.8,1,Loyal Customers,91.8
13162.0,122,4,1688.29,3,New Customers,6753.16
13165.0,46,2,1021.48,1,Loyal Customers,2042.96
13166.0,283,1,417.2,2,Potential Loyalists,417.2
13167.0,19,4,791.33,3,New Customers,3165.32
13168.0,36,4,1319.19,3,New Customers,5276.76
13169.0,64,2,712.88,1,Loyal Customers,1425.76
